img_path,top_category,top_color,bottom_category,bottom_color
..\object_detection\ClothesCategory_v9\test\images\22776804_jpg.rf.2ba4e0aa4aa25b38f7bb8b6d7deb378f.jpg,coat,black,trainingpants,black
..\object_detection\ClothesCategory_v9\test\images\22923748_jpg.rf.9484e8dee44e0a97235f0ff0bb0b2118.jpg,cardigan,rosybrown,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\22957520_jpg.rf.1bc87e25777af19a3c334e384c14836c.jpg,coat,navajowhite,cottonpants,navajowhite
..\object_detection\ClothesCategory_v9\test\images\22982361_blurr_jpg.rf.2ae461f2910fdb9b797f2963da5820f5.jpg,padding,dimgrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\23079528_jpg.rf.188c46a42b207bc2d889fed75585452a.jpg,padding,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\23085661_jpg.rf.4a2b5ae819f856a8fa97ae3440c51cbb.jpg,longsleeve,black,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\23193428_blurr_jpg.rf.634376fb83cc22f4551827457e2253b0.jpg,mtm,black,cottonpants,grey
..\object_detection\ClothesCategory_v9\test\images\2320857_jpg.rf.e41be3a6bf69a8fa17111e122ab8d5bc.jpg,longsleeve,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\23318189_blurr_jpg.rf.a0d529b4a86106f906cb787183c42046.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\23423779_jpg.rf.c6d5e8f6c339f38849e17a33a98088e8.jpg,sweater,darkgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\23432404_jpg.rf.a5b43bbc38228dc15c8a3658d244131c.jpg,coat,black,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\23524127_jpg.rf.83e465f9f89d691dcd633f95eaa9a560.jpg,coat,darkolivegreen,skirt,black
..\object_detection\ClothesCategory_v9\test\images\23553106_jpg.rf.f9321bcb7a262b0945b58ae1ae685906.jpg,cardigan,thistle,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\23579871_blurr_jpg.rf.70352931c18079a3f089e5c86a6e550a.jpg,mtm,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\23608088_jpg.rf.7a34e7c30fa88b4f5ca5657fad9a025b.jpg,mtm,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\23669752_jpg.rf.4d62eb6a26cff14241460eadbd910bf9.jpg,mtm,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\23682142_jpg.rf.c4bafd77ae5ec07033f7daddbdb960de.jpg,mtm,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\23701331_jpg.rf.a8cbb02c81a18277bca41f777e50226a.jpg,padding,gainsboro,skirt,black
..\object_detection\ClothesCategory_v9\test\images\23723594_jpg.rf.7c44fea3fa79f88d1dba81d14e6fc08b.jpg,longsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\23919079_jpg.rf.4833e3a3e2fe5eeebcece463fbe6bded.jpg,cardigan,tan,skirt,black
..\object_detection\ClothesCategory_v9\test\images\23979427_jpg.rf.1a24b99f9625ea02911136c0bab4910f.jpg,shirt,thistle,slacks,black
..\object_detection\ClothesCategory_v9\test\images\24001147_jpg.rf.b1e001769be0d61b28b3341e2b16e968.jpg,sweater,dimgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\24008145_jpg.rf.3c24e682405c354ca5599df5f26b876b.jpg,longsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\24014131_blurr_jpg.rf.6ec6df2368109fc971428b6b842f07d3.jpg,sweater,silver,slacks,black
..\object_detection\ClothesCategory_v9\test\images\24040752_jpg.rf.50220962855597c79d6e16d9617d965f.jpg,padding,darkslategrey,trainingpants,black
..\object_detection\ClothesCategory_v9\test\images\24057040_blurr_jpg.rf.46dc4be84a6e29bb70715f0d0478db1b.jpg,hoodies,rosybrown,denimpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\24071806_jpg.rf.3b18c3a0300a3a7e48523ee66b2413cc.jpg,longsleeve,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24084649_jpg.rf.ea929fba85f837188f82b372466d1508.jpg,hoodies,lightgrey,cottonpants,wheat
..\object_detection\ClothesCategory_v9\test\images\24141843_blurr_jpg.rf.0ae3a99674a4dd2fd3d0d78087f4e996.jpg,jacket,sienna,skirt,rosybrown
..\object_detection\ClothesCategory_v9\test\images\24180115_blurr_jpg.rf.2242c7bf06a6e8d42122d29af4800b38.jpg,coat,black,denimpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\2422182_jpg.rf.d3dbd67ff288597c8d9451953e274b13.jpg,shortsleeve,darkslategrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\24269931_jpg.rf.9145066a37cc71fc4166c8c7f77c1b39.jpg,padding,indianred,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24271876_jpg.rf.b33f63733098b032e390692f86b3afa2.jpg,padding,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24284742_jpg.rf.de5dd8c1dc5bb71333869fc45aaccb67.jpg,zipup,darkolivegreen,skirt,black
..\object_detection\ClothesCategory_v9\test\images\24324011_jpg.rf.11e446f5346d75f95baf05f879d22162.jpg,shortsleeve,white,skirt,black
..\object_detection\ClothesCategory_v9\test\images\24378215_jpg.rf.5ea6ee58c1ecc2bddeb4589835348724.jpg,hoodies,cornflowerblue,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24399371_blurr_jpg.rf.6e13ce6427d4e7499a66b4e38a1a5cc4.jpg,cardigan,darkslategrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\24417116_jpg.rf.8542a1ddaae926918502d39167830ed7.jpg,padding,black,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24446629_blurr_jpg.rf.107a1e23c9fa23cf42f2309cb22e6902.jpg,coat,darkgrey,slacks,grey
..\object_detection\ClothesCategory_v9\test\images\24457454_jpg.rf.f41d237cda3e19cee7fb821f2f2fb2b3.jpg,sweater,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24482361_jpg.rf.07572fae60495f88d7167971767566fa.jpg,jacket,black,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\24495311_jpg.rf.237ca99e05641838178ffb0ad1df7afc.jpg,coat,darkgrey,slacks,oldlace
..\object_detection\ClothesCategory_v9\test\images\24581316_jpg.rf.a5ec1702c29eaab8a51e415720ec915c.jpg,shortsleeve,darkgrey,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\24643648_jpg.rf.7692212f7c82e2f884a5bf5b5dbda353.jpg,shortsleeve,darkgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\24670872_blurr_jpg.rf.13a7d02556bf0d0db45ec6db93313fe7.jpg,coat,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\24724038_blurr_jpg.rf.f19f6ea9e10750aecba8206193643695.jpg,longsleeve,darkslategrey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24727322_blurr_jpg.rf.8a005d8b2ad6a2fc3cf2c7b335931507.jpg,blazer,darkslategrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\24736503_jpg.rf.56e69b99874ddc7c28aad883b95f8760.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\24754114_jpg.rf.bd8744e93649f7107c82058b453d7b93.jpg,zipup,burlywood,skirt,burlywood
..\object_detection\ClothesCategory_v9\test\images\24765753_blurr_jpg.rf.29e79c6e03e9d155e481f5d43ce74d43.jpg,jacket,silver,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\24775095_jpg.rf.f79629a0461a56c90276042af55f7ef3.jpg,padding,lightgrey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\24781596_jpg.rf.633925ce80e2f45e7f5d73533ee1404c.jpg,jacket,darkgrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\24795631_blurr_jpg.rf.107c5445b664bf71c2cfd082831c8af0.jpg,cardigan,darkslateblue,slacks,rosybrown
..\object_detection\ClothesCategory_v9\test\images\24832655_jpg.rf.6114cdf46128224a4f694ee0cadb1811.jpg,hoodies,wheat,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\24954295_jpg.rf.434896c5b8c220ec217571789af33b2c.jpg,shortsleeve,black,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\25117678_jpg.rf.8d88629fc21d6b5e6ececa8d2695363a.jpg,shortsleeve,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\25210894_jpg.rf.373dfb19026ee6266a9b5052de2ffe12.jpg,longsleeve,grey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\25212088_jpg.rf.b3257bb6802374616ffdb6da29f913aa.jpg,mtm,lightgrey,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\25266414_jpg.rf.67cfde4bf87b5dbb967110f1862f7262.jpg,longsleeve,grey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\25321808_jpg.rf.3160f6cd4394115945e972e754020c79.jpg,longsleeve,darkslategrey,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\25407699_jpg.rf.9c40813087c9dd6bbda1ee92a99123ff.jpg,padding,darkslategrey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\25449956_jpg.rf.c05433928aedaf3af50dc4d2cd570795.jpg,mtm,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\25642421_jpg.rf.11f987aa18434696e26e0be6d7c5a064.jpg,mtm,dimgrey,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\25665428_jpg.rf.7f5a3cefd02d6940aa7be0e59d88937e.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\25719907_blurr_jpg.rf.677cf494e90139a86397eead2c5a071a.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\25744860_jpg.rf.16f5a941cc1aab88f9eafef62743d6f8.jpg,mtm,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\25821464_jpg.rf.e8a1211bf270cc084e8333c8e90b4b25.jpg,jacket,black,denimpants,rosybrown
..\object_detection\ClothesCategory_v9\test\images\25910751_blurr_jpg.rf.28ae569626975dd921395fce71fa14ae.jpg,mtm,darkgrey,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\25931689_jpg.rf.9bb01251822215fb222b3bde07f431a2.jpg,mtm,lightslategrey,shortpants,midnightblue
..\object_detection\ClothesCategory_v9\test\images\25933982_jpg.rf.fecc3526e555790dfec34cda9925c17f.jpg,cardigan,black,trainingpants,black
..\object_detection\ClothesCategory_v9\test\images\25981140_jpg.rf.d151719d8abc559dfa8ada658ccd0d65.jpg,jacket,dimgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\25996132_blurr_jpg.rf.4c51bd31c1be943ec8ccedf92085b42c.jpg,shortsleeve,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\26066388_blurr_jpg.rf.beaed2c342aaf3a823bba05fc6bdf4e5.jpg,padding,silver,trainingpants,lightpink
..\object_detection\ClothesCategory_v9\test\images\26072677_jpg.rf.22d5ef1191f01554b9ba1a4ce161a2c9.jpg,blazer,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\26090808_jpg.rf.523a9dc7b7c01f351b9fa34b5bba54ec.jpg,blazer,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\26092063_blurr_jpg.rf.7955156ec9848fc6acca4938d4b7a67f.jpg,jacket,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\26096601_jpg.rf.b41efe1d18a86b29df6040275acfae88.jpg,shortsleeve,grey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\26174997_blurr_jpg.rf.9c60884d332d05f917701ad18af332d0.jpg,zipup,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\26189730_blurr_jpg.rf.a1a297961961ddcbaeba201ad096fe2b.jpg,shirt,sienna,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\26200770_jpg.rf.7f24b72033398405df8f07c47894d012.jpg,jacket,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\26241005_jpg.rf.295ec1fc71d75e5f469cd7258c4d4b44.jpg,jacket,black,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\26242364_jpg.rf.6c1a1fd41a9b57867387ae6e86a23039.jpg,jacket,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\26263248_jpg.rf.197a8768e409833139de83a146b5693d.jpg,padding,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\26379745_jpg.rf.4a71f8df120e8db2c4a4162b6a6bf913.jpg,mtm,darkslategrey,cottonpants,grey
..\object_detection\ClothesCategory_v9\test\images\26380915_jpg.rf.7aa96b30b7b56e43bab66fcabfe406b8.jpg,longsleeve,black,skirt,grey
..\object_detection\ClothesCategory_v9\test\images\26394268_jpg.rf.e9c6dd794a13cb3917f2c724501ae17f.jpg,longsleeve,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\26406615_jpg.rf.5275a4d7adbdcc0003e3f13649a6a0e7.jpg,jacket,gainsboro,skirt,black
..\object_detection\ClothesCategory_v9\test\images\26504103_blurr_jpg.rf.eba8985cc3f0ed11c4ea112c16d0cc6f.jpg,cardigan,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\26559670_jpg.rf.36982192cbd84d4f0d557b596197a067.jpg,shortsleeve,darkolivegreen,cottonpants,grey
..\object_detection\ClothesCategory_v9\test\images\26602559_blurr_jpg.rf.61ac9677d035b2014f3424092d6fbbea.jpg,mtm,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\26646107_jpg.rf.03ae0bf182810fbb1a0bbd7ed96f96be.jpg,mtm,dimgrey,trainingpants,black
..\object_detection\ClothesCategory_v9\test\images\26646558_jpg.rf.4cca79c74b9c91fa114e33eb4cee75c8.jpg,shirt,darkslategrey,shortpants,grey
..\object_detection\ClothesCategory_v9\test\images\26655398_jpg.rf.be60d86ff5d562e35b5ca2cbdd3285d2.jpg,mtm,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\26695181_jpg.rf.f03acd5d1d93607015f7efa8681df268.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\26713108_jpg.rf.c11f350ee2879d9524cbc432ba7c343d.jpg,blazer,darkgrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\26755110_jpg.rf.c96ac7fe1d302e83adbe88e0f88ad4ad.jpg,shortsleeve,darkgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\26772920_blurr_jpg.rf.07f58c5c6556f2118569b370a66c54d0.jpg,padding,darkgrey,slacks,gainsboro
..\object_detection\ClothesCategory_v9\test\images\26775882_jpg.rf.1a57db472de846154b25b1cb673662b4.jpg,sweater,darkolivegreen,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\26812845_jpg.rf.be1e60c7fb3e5b175bc967e1c6a0d064.jpg,mtm,indianred,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\26833040_jpg.rf.9fd6922bd42620db65d37c68d33a2dc6.jpg,shortsleeve,dimgrey,shortpants,grey
..\object_detection\ClothesCategory_v9\test\images\26847283_jpg.rf.f13216b3e006681ec52f3a6a908eb3b0.jpg,longsleeve,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\26849663_blurr_jpg.rf.3a06f074b05434104993b00b2d39b08a.jpg,mtm,darkgrey,shortpants,silver
..\object_detection\ClothesCategory_v9\test\images\26853158_jpg.rf.3789f925c48c5cb7c81e0bef7b3d38ee.jpg,cardigan,grey,shortpants,silver
..\object_detection\ClothesCategory_v9\test\images\26868361_jpg.rf.cdf8e082a586d03a0f3d9473be2badc9.jpg,longsleeve,sienna,skirt,indianred
..\object_detection\ClothesCategory_v9\test\images\2687311_blurr_jpg.rf.226fdc9863f0dd800b3f58e1c33ae403.jpg,blazer,darkslategrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\26924253_jpg.rf.6ea4c19f096461f7e4e678cdffd11b72.jpg,blazer,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\26950461_jpg.rf.c25d66511c9f67a0955d9903baa8f274.jpg,sweater,pink,skirt,black
..\object_detection\ClothesCategory_v9\test\images\26951479_jpg.rf.d2c927b26328b014be766085b8b3f95b.jpg,shortsleeve,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\26965482_blurr_jpg.rf.a459f713b1410cb0f11f2e0b5bee1195.jpg,shortsleeve,lavender,shortpants,lightslategrey
..\object_detection\ClothesCategory_v9\test\images\26978232_jpg.rf.09fc70fc4e41626489796ff11d5f2a97.jpg,mtm,tan,skirt,black
..\object_detection\ClothesCategory_v9\test\images\26979307_jpg.rf.46283e409626aeb50698327d00dd22c0.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\27000177_jpg.rf.5ef2b8c02c871c44c633499b81b35690.jpg,cardigan,black,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\27101975_jpg.rf.48e2b2b61ada13672e0fe974b9f58a20.jpg,hoodies,grey,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\27122077_blurr_jpg.rf.14e11c64fd68daf98c22df4e8034741c.jpg,longsleeve,dimgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\27162051_jpg.rf.997397c072802a3954fdf4951b85496a.jpg,mtm,lightgrey,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\27186855_jpg.rf.ddfa5549322129645d8bb55657b62a50.jpg,cardigan,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\27221667_jpg.rf.f148a5630d9c1fefc79cedae838a17b5.jpg,longsleeve,black,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\27298460_blurr_jpg.rf.fc278e82e50fd1d0f3e945c8df7bc457.jpg,shirt,silver,skirt,gainsboro
..\object_detection\ClothesCategory_v9\test\images\27301070_jpg.rf.c6a6a55d1127c31f9f1753503494d206.jpg,mtm,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27304460_blurr_jpg.rf.b784fdb46ed790eab62ce9904151092a.jpg,jacket,darkgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27310244_blurr_jpg.rf.60bcf03dcdc1681a152055b0a5c52753.jpg,longsleeve,dimgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27318621_jpg.rf.e93e11ede14627cba2ed9561693b10c6.jpg,cardigan,darkgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\27353352_jpg.rf.74c9f031ce8ed963c3a6bffbca8dce71.jpg,hoodies,darkslategrey,denimpants,lightslategrey
..\object_detection\ClothesCategory_v9\test\images\2735433_jpg.rf.8d1a47c813a5394b1068bd6e0e48e503.jpg,shortsleeve,darkslategrey,cottonpants,grey
..\object_detection\ClothesCategory_v9\test\images\27359667_jpg.rf.6970f52a545607d87c521467d8cd2924.jpg,shortsleeve,gainsboro,shortpants,seagreen
..\object_detection\ClothesCategory_v9\test\images\27363105_jpg.rf.67356536f7a753ed0bd34675f53b5103.jpg,blazer,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\27363207_jpg.rf.836fca02c236e02fe55ff2fae3bbebdc.jpg,shirt,dimgrey,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\27371868_blurr_jpg.rf.e18ff64d04f964a275d358a455f0e521.jpg,cardigan,grey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\27387123_jpg.rf.24d804421f60397c885ed0c5a20f0e44.jpg,longsleeve,darkgrey,shortpants,cornflowerblue
..\object_detection\ClothesCategory_v9\test\images\27400736_jpg.rf.f0f5d5c353f124808337c4506d3cd8ef.jpg,jacket,grey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27414099_jpg.rf.360134b01ae30bb339d0c50a7ec1e18e.jpg,coat,darkslategrey,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\27417034_jpg.rf.56ed93b4e069ee73497f881f6ede8dba.jpg,blazer,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27426486_blurr_jpg.rf.2eecc628a807265cc6d5f53485a39008.jpg,shortsleeve,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27441355_jpg.rf.11921315b69ac8e755b2b0d33ae3985f.jpg,cardigan,black,cottonpants,tan
..\object_detection\ClothesCategory_v9\test\images\27463063_jpg.rf.e8e470bcdb52421a3eb7fb6a1a34e35d.jpg,shortsleeve,darkgrey,shortpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\27474483_jpg.rf.dd7ad031bfd8e058c91226513ae79244.jpg,shortsleeve,dimgrey,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\27476431_jpg.rf.e414276ecf266e605bb0c7b9a0c97b88.jpg,cardigan,lightgrey,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\27483510_blurr_jpg.rf.c4f2f169123a28a91f492fef6014a15c.jpg,shirt,silver,slacks,dimgrey
..\object_detection\ClothesCategory_v9\test\images\27515501_jpg.rf.37be13f25727f09a815c3f0cadcaa964.jpg,shortsleeve,black,shortpants,peachpuff
..\object_detection\ClothesCategory_v9\test\images\27520342_jpg.rf.1a7961728e53c3798d43eabd4353cd72.jpg,shirt,darkgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27521665_jpg.rf.e4ec95daeb6907aa9591609d88dc2055.jpg,mtm,black,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\27576428_jpg.rf.c7016c9fb192d9dffbc502a5931e4e84.jpg,shortsleeve,darkgrey,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\27578217_jpg.rf.08d2806c5ee7aea807e6fc4bbd52a984.jpg,shortsleeve,black,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\27597029_jpg.rf.a267894406030ee5caa68b8af3a894aa.jpg,longsleeve,silver,shortpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\27597193_jpg.rf.362382a6e249ebbcd2079a9f48925be9.jpg,shortsleeve,darkolivegreen,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27613672_blurr_jpg.rf.0b786e3c8f1da845b1b392dc9ac61c19.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\27625088_blurr_jpg.rf.2c0e4cd9684e65fb525712891c187375.jpg,coat,black,shortpants,grey
..\object_detection\ClothesCategory_v9\test\images\27643400_jpg.rf.8acca059993a46d27c85c8af44e8a0fa.jpg,cardigan,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27655220_jpg.rf.016d8e318ec552a5d156779cf2eb966c.jpg,shirt,cornflowerblue,shortpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\2769506_jpg.rf.1edff25fefff87bd1a637ab40443c143.jpg,jacket,darkslategrey,cottonpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\27728483_jpg.rf.02759fd3ea6dc6e7010d210171046730.jpg,shirt,dimgrey,skirt,grey
..\object_detection\ClothesCategory_v9\test\images\27745541_blurr_jpg.rf.fbba8361374421bf400c1e54db542e34.jpg,shortsleeve,darkslategrey,shortpants,tan
..\object_detection\ClothesCategory_v9\test\images\27782340_blurr_jpg.rf.c19cfeb27843083b9456fcbe91146474.jpg,longsleeve,darkgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\27785809_blurr_jpg.rf.19761c09d7a44ec1db3c748af1b51316.jpg,shirt,midnightblue,shortpants,sienna
..\object_detection\ClothesCategory_v9\test\images\27819915_jpg.rf.6fa2eeefdc1a586a70204a5461642032.jpg,shortsleeve,silver,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\27830415_blurr_jpg.rf.8f74d9c37ea41060f988ec155cf0f2e5.jpg,shirt,darkslategrey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\27837035_jpg.rf.ab6dedeba87e191a019f6841e6a13955.jpg,shortsleeve,darkgrey,skirt,lightslategrey
..\object_detection\ClothesCategory_v9\test\images\27864500_jpg.rf.fe609bbc97fa28da183d90a4273f1b81.jpg,longsleeve,dimgrey,skirt,midnightblue
..\object_detection\ClothesCategory_v9\test\images\27880214_jpg.rf.7edbc64514ad1e3b1c671e2237025432.jpg,shirt,silver,shortpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\27911559_jpg.rf.747799faca89f483163c2a2b66d6e9c6.jpg,sweater,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\27974222_blurr_jpg.rf.cb15b70235233a9e6032426225b49eda.jpg,shirt,dimgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28005879_blurr_jpg.rf.3c8a41120c17977216246e03feadffca.jpg,blazer,black,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\28025116_jpg.rf.a5d5f3a4cf57afb683f9bad63ba31625.jpg,hoodies,dimgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28032953_jpg.rf.1a436de1b2f128b3b3781d162282eb00.jpg,shortsleeve,tan,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28054417_blurr_jpg.rf.8aa1778a0ba13877f42feee91f0f6a2b.jpg,blazer,dimgrey,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28059537_jpg.rf.cf4e3f9959184d9b86c4a6ff8c98ab76.jpg,cardigan,black,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28062957_jpg.rf.6f041572ff3d4fd3dcf99c3330a39849.jpg,shortsleeve,lightgrey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28072849_jpg.rf.a57e331a7f8601f7a96146e887062f69.jpg,shortsleeve,darkgrey,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28080328_jpg.rf.b8a49dfcb63632785bc8a04978e0e055.jpg,shortsleeve,dimgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28087540_jpg.rf.ffab20ad75665799021d4ab61c705df4.jpg,blazer,black,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28089673_jpg.rf.f334e92201a351a9aa44a1da255bc3ed.jpg,shortsleeve,black,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\28112347_jpg.rf.c3e1db278ff64c70513462911e555ad1.jpg,shortsleeve,black,shortpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\28115853_jpg.rf.590b9a9783ce3fa7d1f3af545f98618d.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\28119136_jpg.rf.60e7f409db4222c8e4d292263955cc09.jpg,shortsleeve,black,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\28133486_jpg.rf.91f3e54270deb6109cb8b895bf3f9b78.jpg,shortsleeve,lightsteelblue,shortpants,grey
..\object_detection\ClothesCategory_v9\test\images\28155437_jpg.rf.fdfb5836fdba86be49dbfa7b5ded20c2.jpg,longsleeve,darkslategrey,shortpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\28175103_jpg.rf.8bcf36edfbe9c1b248b79ae936294830.jpg,shortsleeve,black,skirt,grey
..\object_detection\ClothesCategory_v9\test\images\28188706_jpg.rf.f8debb60d2a87d8fbb5b9741162b4a39.jpg,shortsleeve,silver,denimpants,grey
..\object_detection\ClothesCategory_v9\test\images\28197682_jpg.rf.b50a05fb6b22269b7c9c4e114c93ca18.jpg,shortsleeve,black,skirt,darkslategrey
