img_path,top_category,top_color,bottom_category,bottom_color,top_color_cluster,bottom_color_cluster
..\object_detection\ClothesCategory_v9\test\images\20508853_jpg.rf.b6484620f6c490686a6d40b126c1b0d1.jpg,blazer,xkcd:dark,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\20529892_jpg.rf.caf77d858f87113ac8c5464b08d06598.jpg,shirt,xkcd:medium grey,trainingpants,xkcd:charcoal grey,21,49
..\object_detection\ClothesCategory_v9\test\images\20540116_blurr_jpg.rf.a65acd486793ac191998d5b2da81d9d2.jpg,jacket,xkcd:dark brown,denimpants,xkcd:dark brown,59,59
..\object_detection\ClothesCategory_v9\test\images\20541504_jpg.rf.48231ec8b0e19a7ce80f13b366805b3e.jpg,blazer,xkcd:medium grey,denimpants,xkcd:bluegrey,21,19
..\object_detection\ClothesCategory_v9\test\images\20613553_jpg.rf.1f901dc4289ea1d1eabb371e91e0773b.jpg,zipup,xkcd:dark,shortpants,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\20614414_jpg.rf.e01d82a9738bf191c0169d5dac4fb232.jpg,longsleeve,xkcd:black,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\20651272_jpg.rf.660e7a3a559baa1bc800e77f20eeb826.jpg,blazer,xkcd:almost black,denimpants,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\20652263_jpg.rf.360f5da93045f9e9a1fe32f9d4a9deae.jpg,shortsleeve,xkcd:light grey blue,skirt,xkcd:slate blue,76,12
..\object_detection\ClothesCategory_v9\test\images\20680537_jpg.rf.4f5610f416d97416fc0d2f8fc6e1a177.jpg,coat,xkcd:almost black,trainingpants,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\20820229_jpg.rf.b86add53abd2a836f3a4e771b79a4abb.jpg,padding,xkcd:dark,denimpants,xkcd:dusk,-1,36
..\object_detection\ClothesCategory_v9\test\images\20838167_jpg.rf.7ea52ef480c9403bc7223847653034f4.jpg,shirt,xkcd:almost black,cottonpants,xkcd:dull brown,-1,17
..\object_detection\ClothesCategory_v9\test\images\20847366_jpg.rf.639136ffb2ea7a9d8d81b58d1a971cad.jpg,shirt,xkcd:brownish,skirt,xkcd:greyish,43,14
..\object_detection\ClothesCategory_v9\test\images\20858971_jpg.rf.898115c090797442c92970db056e992f.jpg,shirt,xkcd:brownish,skirt,xkcd:dark brown,43,59
..\object_detection\ClothesCategory_v9\test\images\20886958_jpg.rf.3989357ccbd545c6d2eb8593814a2676.jpg,longsleeve,xkcd:grey,skirt,xkcd:almost black,70,-1
..\object_detection\ClothesCategory_v9\test\images\20893757_blurr_jpg.rf.84d785ea19173a3e372528e3c3d6b53a.jpg,shortsleeve,xkcd:white,skirt,xkcd:dark,9,-1
..\object_detection\ClothesCategory_v9\test\images\20895540_jpg.rf.bf9eb0c9c1212c078e17628678692097.jpg,mtm,xkcd:warm grey,shortpants,xkcd:warm grey,70,70
..\object_detection\ClothesCategory_v9\test\images\20938311_jpg.rf.2059b273bca23ea28c3e35c8b0d775f1.jpg,shirt,xkcd:light periwinkle,skirt,xkcd:almost black,11,-1
..\object_detection\ClothesCategory_v9\test\images\21050322_jpg.rf.9c1ca30418a802a1311ba24d4b506fe1.jpg,shirt,xkcd:dark,shortpants,xkcd:cocoa,-1,17
..\object_detection\ClothesCategory_v9\test\images\21097804_jpg.rf.e305092eb856ee3fa97586f8991a015a.jpg,blazer,xkcd:charcoal grey,skirt,xkcd:dark grey,49,49
..\object_detection\ClothesCategory_v9\test\images\21103511_blurr_jpg.rf.2ab9a35cddb0e7f4a9ddd70cc4130b6d.jpg,jacket,xkcd:black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21114216_jpg.rf.f013470462c7871835c0ad2486e2c4ba.jpg,mtm,xkcd:cloudy blue,trainingpants,xkcd:crimson,76,18
..\object_detection\ClothesCategory_v9\test\images\21130937_jpg.rf.53b15ea6687abf8937988f5999db825d.jpg,cardigan,xkcd:dark,cottonpants,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21133814_jpg.rf.1326f27a92396853de083a6d270b0d45.jpg,sweater,xkcd:grey,skirt,xkcd:charcoal grey,70,49
..\object_detection\ClothesCategory_v9\test\images\21161519_jpg.rf.d055a9fe52460af832dff99b0dfc0167.jpg,padding,xkcd:puce,slacks,xkcd:mocha,43,43
..\object_detection\ClothesCategory_v9\test\images\21318718_jpg.rf.90960b26617020bd4a20477afd61487b.jpg,padding,xkcd:black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21323472_jpg.rf.04ee3828f65f1f7718b8e8d4764d522d.jpg,jacket,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21329523_jpg.rf.fa9fa3fc8e04e9dc0c152d17a53e4484.jpg,shirt,xkcd:silver,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21412140_jpg.rf.1175155f5a9cdb8995cd20915ddb17f2.jpg,cardigan,xkcd:greyish,skirt,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\21429256_jpg.rf.f8a28e70de7bedf0775925e91d19839c.jpg,sweater,xkcd:light grey,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21429528_blurr_jpg.rf.b1c82d75e7d633f9ce13edce347c0ecd.jpg,coat,xkcd:dark grey,denimpants,xkcd:charcoal,49,49
..\object_detection\ClothesCategory_v9\test\images\21465699_jpg.rf.d6b24fb8f25d7cd76d208a9754806238.jpg,shirt,xkcd:gunmetal,denimpants,xkcd:dark,36,-1
..\object_detection\ClothesCategory_v9\test\images\21477131_jpg.rf.fb72cdadeceecfdae934e054bc63d10c.jpg,jacket,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21487817_blurr_jpg.rf.d1f0549e46eeae48bc2aae4d26211267.jpg,sweater,xkcd:toupe,skirt,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\21553227_jpg.rf.4282eabf9465a838fc081ec1e60b580e.jpg,jacket,xkcd:almost black,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21586007_jpg.rf.c61aec68874da43876e5feb887abc023.jpg,jacket,xkcd:slate,denimpants,xkcd:almost black,36,-1
..\object_detection\ClothesCategory_v9\test\images\21590527_blurr_jpg.rf.38d6632e24968a8a14ac9943d184d8a4.jpg,jacket,xkcd:silver,skirt,xkcd:dirty purple,-1,44
..\object_detection\ClothesCategory_v9\test\images\21793009_jpg.rf.596a5fdb5248dba2e501ff28641a134b.jpg,coat,xkcd:dark,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21803838_jpg.rf.47f6a98610894ab760b69663079de3ac.jpg,hoodies,xkcd:dark,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\21818814_jpg.rf.563890e71e4bfe1751388b0abf296d50.jpg,shirt,xkcd:silver,cottonpants,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\21839495_jpg.rf.9c6d032ca040059dfadc841eb3f326e9.jpg,mtm,xkcd:almost black,shortpants,xkcd:midnight,-1,38
..\object_detection\ClothesCategory_v9\test\images\2185687_jpg.rf.5fc9b8d5af09202461623168b89d18ea.jpg,blazer,xkcd:milk chocolate,denimpants,xkcd:charcoal,7,49
..\object_detection\ClothesCategory_v9\test\images\21906188_jpg.rf.f70285ba87e63424f3c054a3f520a686.jpg,longsleeve,xkcd:greyish,cottonpants,xkcd:charcoal grey,14,49
..\object_detection\ClothesCategory_v9\test\images\21924549_blurr_jpg.rf.c7600375993d98d7ccdf74478ef99a2b.jpg,hoodies,xkcd:slate grey,trainingpants,xkcd:medium grey,36,21
..\object_detection\ClothesCategory_v9\test\images\21981768_jpg.rf.10276f01dd70794e12c015f1afb898bb.jpg,jacket,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22041781_blurr_jpg.rf.8679546aa2ea58d9c7f4b773d9bb4142.jpg,padding,xkcd:dark,trainingpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22058502_jpg.rf.a8c00810f592c2be0b67ee3bfa04b3dc.jpg,longsleeve,xkcd:light grey,skirt,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\22081110_jpg.rf.48ae30e77a150528507a7064f5120e8e.jpg,padding,xkcd:light peach,skirt,xkcd:brown grey,9,17
..\object_detection\ClothesCategory_v9\test\images\22117523_jpg.rf.f84f4523a5e3c143e1d927944ed78a51.jpg,shortsleeve,xkcd:reddish grey,cottonpants,xkcd:pinkish grey,17,-1
..\object_detection\ClothesCategory_v9\test\images\22171021_jpg.rf.4d5d5ba7ff15ebaf8b284012570dde8e.jpg,coat,xkcd:silver,slacks,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\22181704_jpg.rf.496a5e714e6ce0fdc48dcdea80c49681.jpg,sweater,xkcd:white,skirt,xkcd:dark,9,-1
..\object_detection\ClothesCategory_v9\test\images\22198084_blurr_jpg.rf.27b47c8e0e55ebccb317ee37f406a2f2.jpg,longsleeve,xkcd:silver,skirt,xkcd:dark grey blue,-1,72
..\object_detection\ClothesCategory_v9\test\images\22211198_jpg.rf.ec705b01e8fc744d420438834ddc0056.jpg,longsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22274636_jpg.rf.2ab807aaa135223e12a3bd249ca08184.jpg,shortsleeve,xkcd:light grey,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22287690_jpg.rf.72ed88f352418b1c802e997f3ae2b241.jpg,shirt,xkcd:light grey,cottonpants,xkcd:dark beige,-1,14
..\object_detection\ClothesCategory_v9\test\images\22312683_jpg.rf.05f303fa7e636367ccee03e9a490f232.jpg,sweater,xkcd:cloudy blue,skirt,xkcd:dark,76,-1
..\object_detection\ClothesCategory_v9\test\images\22380924_jpg.rf.5c219121d5c0dea6f1dad418ab47817a.jpg,mtm,xkcd:dark blue grey,skirt,xkcd:silver,72,-1
..\object_detection\ClothesCategory_v9\test\images\22526705_jpg.rf.b15d9964022d6db63874b3dfe593dd8b.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:brown grey,-1,17
..\object_detection\ClothesCategory_v9\test\images\22530906_jpg.rf.c69d696f640ecc21e6009ad8d1898f6a.jpg,zipup,xkcd:almost black,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22547089_jpg.rf.b5c8f55df996f3e96f6323c66fbfe221.jpg,padding,xkcd:almost black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22561882_jpg.rf.c294497b5f120d86323798b93cf91e69.jpg,padding,xkcd:dark,trainingpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22776804_jpg.rf.2ba4e0aa4aa25b38f7bb8b6d7deb378f.jpg,coat,xkcd:almost black,trainingpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\22923748_jpg.rf.9484e8dee44e0a97235f0ff0bb0b2118.jpg,cardigan,xkcd:cement,skirt,xkcd:silver,14,-1
..\object_detection\ClothesCategory_v9\test\images\22957520_jpg.rf.1bc87e25777af19a3c334e384c14836c.jpg,coat,xkcd:pale salmon,cottonpants,xkcd:pale salmon,39,39
..\object_detection\ClothesCategory_v9\test\images\22982361_blurr_jpg.rf.2ae461f2910fdb9b797f2963da5820f5.jpg,padding,xkcd:gunmetal,skirt,xkcd:dark grey,36,49
..\object_detection\ClothesCategory_v9\test\images\23079528_jpg.rf.188c46a42b207bc2d889fed75585452a.jpg,padding,xkcd:almost black,denimpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23085661_jpg.rf.4a2b5ae819f856a8fa97ae3440c51cbb.jpg,longsleeve,xkcd:black,skirt,xkcd:mud brown,-1,18
..\object_detection\ClothesCategory_v9\test\images\23193428_blurr_jpg.rf.634376fb83cc22f4551827457e2253b0.jpg,mtm,xkcd:midnight,cottonpants,xkcd:brownish grey,38,17
..\object_detection\ClothesCategory_v9\test\images\2320857_jpg.rf.e41be3a6bf69a8fa17111e122ab8d5bc.jpg,longsleeve,xkcd:almost black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23318189_blurr_jpg.rf.a0d529b4a86106f906cb787183c42046.jpg,coat,xkcd:almost black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23423779_jpg.rf.c6d5e8f6c339f38849e17a33a98088e8.jpg,sweater,xkcd:cool grey,skirt,xkcd:dark,19,-1
..\object_detection\ClothesCategory_v9\test\images\23432404_jpg.rf.a5b43bbc38228dc15c8a3658d244131c.jpg,coat,xkcd:almost black,slacks,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\23524127_jpg.rf.83e465f9f89d691dcd633f95eaa9a560.jpg,coat,xkcd:purplish brown,skirt,xkcd:almost black,15,-1
..\object_detection\ClothesCategory_v9\test\images\23553106_jpg.rf.f9321bcb7a262b0945b58ae1ae685906.jpg,cardigan,xkcd:pastel pink,skirt,xkcd:dark,30,-1
..\object_detection\ClothesCategory_v9\test\images\23579871_blurr_jpg.rf.70352931c18079a3f089e5c86a6e550a.jpg,mtm,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23608088_jpg.rf.7a34e7c30fa88b4f5ca5657fad9a025b.jpg,mtm,xkcd:dark,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23669752_jpg.rf.4d62eb6a26cff14241460eadbd910bf9.jpg,mtm,xkcd:charcoal,skirt,xkcd:dark grey,49,49
..\object_detection\ClothesCategory_v9\test\images\23682142_jpg.rf.c4bafd77ae5ec07033f7daddbdb960de.jpg,mtm,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23701331_jpg.rf.a8cbb02c81a18277bca41f777e50226a.jpg,padding,xkcd:light grey,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23723594_jpg.rf.7c44fea3fa79f88d1dba81d14e6fc08b.jpg,longsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\23919079_jpg.rf.4833e3a3e2fe5eeebcece463fbe6bded.jpg,cardigan,xkcd:fawn,skirt,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\23979427_jpg.rf.1a24b99f9625ea02911136c0bab4910f.jpg,shirt,xkcd:silver,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24001147_jpg.rf.b1e001769be0d61b28b3341e2b16e968.jpg,sweater,xkcd:dull brown,skirt,xkcd:almost black,17,-1
..\object_detection\ClothesCategory_v9\test\images\24008145_jpg.rf.3c24e682405c354ca5599df5f26b876b.jpg,longsleeve,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24014131_blurr_jpg.rf.6ec6df2368109fc971428b6b842f07d3.jpg,sweater,xkcd:pinkish grey,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24040752_jpg.rf.50220962855597c79d6e16d9617d965f.jpg,padding,xkcd:charcoal grey,trainingpants,xkcd:dark,49,-1
..\object_detection\ClothesCategory_v9\test\images\24057040_blurr_jpg.rf.46dc4be84a6e29bb70715f0d0478db1b.jpg,hoodies,xkcd:warm grey,denimpants,xkcd:gunmetal,70,36
..\object_detection\ClothesCategory_v9\test\images\24071806_jpg.rf.3b18c3a0300a3a7e48523ee66b2413cc.jpg,longsleeve,xkcd:black,skirt,xkcd:charcoal,-1,49
..\object_detection\ClothesCategory_v9\test\images\24084649_jpg.rf.ea929fba85f837188f82b372466d1508.jpg,hoodies,xkcd:light grey,cottonpants,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24141843_blurr_jpg.rf.0ae3a99674a4dd2fd3d0d78087f4e996.jpg,jacket,xkcd:cocoa,skirt,xkcd:pale brown,17,14
..\object_detection\ClothesCategory_v9\test\images\24180115_blurr_jpg.rf.2242c7bf06a6e8d42122d29af4800b38.jpg,coat,xkcd:almost black,denimpants,xkcd:slate grey,-1,36
..\object_detection\ClothesCategory_v9\test\images\2422182_jpg.rf.d3dbd67ff288597c8d9451953e274b13.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24269931_jpg.rf.9145066a37cc71fc4166c8c7f77c1b39.jpg,padding,xkcd:light burgundy,trainingpants,xkcd:dark,42,-1
..\object_detection\ClothesCategory_v9\test\images\24271876_jpg.rf.b33f63733098b032e390692f86b3afa2.jpg,padding,xkcd:charcoal,skirt,xkcd:dark blue grey,49,72
..\object_detection\ClothesCategory_v9\test\images\24284742_jpg.rf.de5dd8c1dc5bb71333869fc45aaccb67.jpg,zipup,xkcd:purplish brown,skirt,xkcd:almost black,15,-1
..\object_detection\ClothesCategory_v9\test\images\24324011_jpg.rf.11e446f5346d75f95baf05f879d22162.jpg,shortsleeve,xkcd:white,skirt,xkcd:almost black,9,-1
..\object_detection\ClothesCategory_v9\test\images\24378215_jpg.rf.5ea6ee58c1ecc2bddeb4589835348724.jpg,hoodies,xkcd:greyblue,trainingpants,xkcd:dark brown,19,59
..\object_detection\ClothesCategory_v9\test\images\24399371_blurr_jpg.rf.6e13ce6427d4e7499a66b4e38a1a5cc4.jpg,cardigan,xkcd:evergreen,denimpants,xkcd:dark navy blue,-1,38
..\object_detection\ClothesCategory_v9\test\images\24417116_jpg.rf.8542a1ddaae926918502d39167830ed7.jpg,padding,xkcd:almost black,trainingpants,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\24446629_blurr_jpg.rf.107a1e23c9fa23cf42f2309cb22e6902.jpg,coat,xkcd:pinkish grey,slacks,xkcd:battleship grey,-1,12
..\object_detection\ClothesCategory_v9\test\images\24457454_jpg.rf.f41d237cda3e19cee7fb821f2f2fb2b3.jpg,sweater,xkcd:dark,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24482361_jpg.rf.07572fae60495f88d7167971767566fa.jpg,jacket,xkcd:almost black,skirt,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24495311_jpg.rf.237ca99e05641838178ffb0ad1df7afc.jpg,coat,xkcd:cool grey,slacks,xkcd:very light pink,19,9
..\object_detection\ClothesCategory_v9\test\images\24581316_jpg.rf.a5ec1702c29eaab8a51e415720ec915c.jpg,shortsleeve,xkcd:greyish,skirt,xkcd:greyish,14,14
..\object_detection\ClothesCategory_v9\test\images\24643648_jpg.rf.7692212f7c82e2f884a5bf5b5dbda353.jpg,shortsleeve,xkcd:cool grey,skirt,xkcd:almost black,19,-1
..\object_detection\ClothesCategory_v9\test\images\24670872_blurr_jpg.rf.13a7d02556bf0d0db45ec6db93313fe7.jpg,coat,xkcd:black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24724038_blurr_jpg.rf.f19f6ea9e10750aecba8206193643695.jpg,longsleeve,xkcd:dark,denimpants,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\24727322_blurr_jpg.rf.8a005d8b2ad6a2fc3cf2c7b335931507.jpg,blazer,xkcd:dark,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24736503_jpg.rf.56e69b99874ddc7c28aad883b95f8760.jpg,coat,xkcd:almost black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24754114_jpg.rf.bd8744e93649f7107c82058b453d7b93.jpg,zipup,xkcd:pale salmon,skirt,xkcd:pale salmon,39,39
..\object_detection\ClothesCategory_v9\test\images\24765753_blurr_jpg.rf.29e79c6e03e9d155e481f5d43ce74d43.jpg,jacket,xkcd:pinkish grey,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24775095_jpg.rf.f79629a0461a56c90276042af55f7ef3.jpg,padding,xkcd:light grey,denimpants,xkcd:dark blue grey,-1,72
..\object_detection\ClothesCategory_v9\test\images\24781596_jpg.rf.633925ce80e2f45e7f5d73533ee1404c.jpg,jacket,xkcd:greyish,slacks,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\24795631_blurr_jpg.rf.107c5445b664bf71c2cfd082831c8af0.jpg,cardigan,xkcd:light navy,slacks,xkcd:grey pink,36,51
..\object_detection\ClothesCategory_v9\test\images\24832655_jpg.rf.6114cdf46128224a4f694ee0cadb1811.jpg,hoodies,xkcd:beige,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\24954295_jpg.rf.434896c5b8c220ec217571789af33b2c.jpg,shortsleeve,xkcd:dark,skirt,xkcd:grey brown,-1,17
..\object_detection\ClothesCategory_v9\test\images\25117678_jpg.rf.8d88629fc21d6b5e6ececa8d2695363a.jpg,shortsleeve,xkcd:dark,denimpants,xkcd:charcoal,-1,49
..\object_detection\ClothesCategory_v9\test\images\25210894_jpg.rf.373dfb19026ee6266a9b5052de2ffe12.jpg,longsleeve,xkcd:steel grey,skirt,xkcd:black,12,-1
..\object_detection\ClothesCategory_v9\test\images\25212088_jpg.rf.b3257bb6802374616ffdb6da29f913aa.jpg,mtm,xkcd:light grey,skirt,xkcd:bluegrey,-1,19
..\object_detection\ClothesCategory_v9\test\images\25266414_jpg.rf.67cfde4bf87b5dbb967110f1862f7262.jpg,longsleeve,xkcd:medium grey,skirt,xkcd:almost black,21,-1
..\object_detection\ClothesCategory_v9\test\images\25321808_jpg.rf.3160f6cd4394115945e972e754020c79.jpg,longsleeve,xkcd:dark,skirt,xkcd:purplish brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\25407699_jpg.rf.9c40813087c9dd6bbda1ee92a99123ff.jpg,padding,xkcd:dark grey,denimpants,xkcd:charcoal,49,49
..\object_detection\ClothesCategory_v9\test\images\25449956_jpg.rf.c05433928aedaf3af50dc4d2cd570795.jpg,mtm,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\25642421_jpg.rf.11f987aa18434696e26e0be6d7c5a064.jpg,mtm,xkcd:brownish grey,trainingpants,xkcd:brownish grey,17,17
..\object_detection\ClothesCategory_v9\test\images\25665428_jpg.rf.7f5a3cefd02d6940aa7be0e59d88937e.jpg,coat,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\25719907_blurr_jpg.rf.677cf494e90139a86397eead2c5a071a.jpg,coat,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\25744860_jpg.rf.16f5a941cc1aab88f9eafef62743d6f8.jpg,mtm,xkcd:dark,shortpants,xkcd:dark brown,-1,59
..\object_detection\ClothesCategory_v9\test\images\25821464_jpg.rf.e8a1211bf270cc084e8333c8e90b4b25.jpg,jacket,xkcd:black,denimpants,xkcd:cement,-1,14
..\object_detection\ClothesCategory_v9\test\images\25910751_blurr_jpg.rf.28ae569626975dd921395fce71fa14ae.jpg,mtm,xkcd:light grey blue,shortpants,xkcd:dark blue green,76,2
..\object_detection\ClothesCategory_v9\test\images\25931689_jpg.rf.9bb01251822215fb222b3bde07f431a2.jpg,mtm,xkcd:grey,shortpants,xkcd:marine,70,36
..\object_detection\ClothesCategory_v9\test\images\25933982_jpg.rf.fecc3526e555790dfec34cda9925c17f.jpg,cardigan,xkcd:dark brown,trainingpants,xkcd:almost black,59,-1
..\object_detection\ClothesCategory_v9\test\images\25981140_jpg.rf.d151719d8abc559dfa8ada658ccd0d65.jpg,jacket,xkcd:gunmetal,skirt,xkcd:dark,36,-1
..\object_detection\ClothesCategory_v9\test\images\25996132_blurr_jpg.rf.4c51bd31c1be943ec8ccedf92085b42c.jpg,shortsleeve,xkcd:black,slacks,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26066388_blurr_jpg.rf.beaed2c342aaf3a823bba05fc6bdf4e5.jpg,padding,xkcd:silver,trainingpants,xkcd:faded pink,-1,51
..\object_detection\ClothesCategory_v9\test\images\26072677_jpg.rf.22d5ef1191f01554b9ba1a4ce161a2c9.jpg,blazer,xkcd:dark grey blue,skirt,xkcd:dark blue grey,72,72
..\object_detection\ClothesCategory_v9\test\images\26090808_jpg.rf.523a9dc7b7c01f351b9fa34b5bba54ec.jpg,blazer,xkcd:black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26092063_blurr_jpg.rf.7955156ec9848fc6acca4938d4b7a67f.jpg,jacket,xkcd:black,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26096601_jpg.rf.b41efe1d18a86b29df6040275acfae88.jpg,shortsleeve,xkcd:warm grey,skirt,xkcd:charcoal,70,49
..\object_detection\ClothesCategory_v9\test\images\26174997_blurr_jpg.rf.9c60884d332d05f917701ad18af332d0.jpg,zipup,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26189730_blurr_jpg.rf.a1a297961961ddcbaeba201ad096fe2b.jpg,shirt,xkcd:leather,shortpants,xkcd:purple brown,42,15
..\object_detection\ClothesCategory_v9\test\images\26200770_jpg.rf.7f24b72033398405df8f07c47894d012.jpg,jacket,xkcd:black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26241005_jpg.rf.295ec1fc71d75e5f469cd7258c4d4b44.jpg,jacket,xkcd:dark,trainingpants,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\26242364_jpg.rf.6c1a1fd41a9b57867387ae6e86a23039.jpg,jacket,xkcd:almost black,shortpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26263248_jpg.rf.197a8768e409833139de83a146b5693d.jpg,padding,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26379745_jpg.rf.4a71f8df120e8db2c4a4162b6a6bf913.jpg,mtm,xkcd:dark grey blue,cottonpants,xkcd:medium grey,72,21
..\object_detection\ClothesCategory_v9\test\images\26380915_jpg.rf.7aa96b30b7b56e43bab66fcabfe406b8.jpg,longsleeve,xkcd:black,skirt,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\26394268_jpg.rf.e9c6dd794a13cb3917f2c724501ae17f.jpg,longsleeve,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26406615_jpg.rf.5275a4d7adbdcc0003e3f13649a6a0e7.jpg,jacket,xkcd:light grey,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26504103_blurr_jpg.rf.eba8985cc3f0ed11c4ea112c16d0cc6f.jpg,cardigan,xkcd:charcoal,skirt,xkcd:charcoal,49,49
..\object_detection\ClothesCategory_v9\test\images\26559670_jpg.rf.36982192cbd84d4f0d557b596197a067.jpg,shortsleeve,xkcd:purple brown,cottonpants,xkcd:warm grey,15,70
..\object_detection\ClothesCategory_v9\test\images\26602559_blurr_jpg.rf.61ac9677d035b2014f3424092d6fbbea.jpg,mtm,xkcd:black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26646107_jpg.rf.03ae0bf182810fbb1a0bbd7ed96f96be.jpg,mtm,xkcd:brownish grey,trainingpants,xkcd:dark,17,-1
